"","n_neighbors","n"
"1",4,3
"2",5,7
"3",6,28
"4",7,78
"5",8,193
"6",9,452
"7",10,1157
"8",11,2107
"9",12,2648
"10",13,2004
"11",14,920
"12",15,299
"13",16,81
"14",17,20
"15",18,2
"16",19,1
