"","n_neighbors","n"
"1",4,1
"2",5,7
"3",6,26
"4",7,82
"5",8,234
"6",9,456
"7",10,1085
"8",11,2155
"9",12,2653
"10",13,1918
"11",14,946
"12",15,328
"13",16,87
"14",17,19
"15",18,2
"16",19,1
