"","n_neighbors","n"
"1",4,1
"2",5,5
"3",6,25
"4",7,83
"5",8,224
"6",9,469
"7",10,1093
"8",11,2168
"9",12,2628
"10",13,1913
"11",14,956
"12",15,324
"13",16,88
"14",17,19
"15",18,3
"16",19,1
