"","n_neighbors","n"
"1",5,9
"2",6,27
"3",7,85
"4",8,242
"5",9,448
"6",10,1087
"7",11,2126
"8",12,2671
"9",13,1936
"10",14,926
"11",15,321
"12",16,98
"13",17,21
"14",18,3
