"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,28
"4",7,88
"5",8,205
"6",9,433
"7",10,1070
"8",11,2219
"9",12,2691
"10",13,1940
"11",14,896
"12",15,317
"13",16,81
"14",17,19
"15",18,4
"16",19,2
