"","n_neighbors","n"
"1",5,7
"2",6,33
"3",7,97
"4",8,197
"5",9,406
"6",10,1106
"7",11,2199
"8",12,2700
"9",13,1906
"10",14,929
"11",15,316
"12",16,81
"13",17,21
"14",18,2
