"","n_neighbors","n"
"1",4,3
"2",5,3
"3",6,22
"4",7,100
"5",8,204
"6",9,433
"7",10,1143
"8",11,2137
"9",12,2687
"10",13,1898
"11",14,934
"12",15,312
"13",16,105
"14",17,17
"15",18,2
