"","n_neighbors","n"
"1",4,2
"2",5,9
"3",6,29
"4",7,84
"5",8,245
"6",9,439
"7",10,1073
"8",11,2136
"9",12,2676
"10",13,1956
"11",14,901
"12",15,336
"13",16,85
"14",17,24
"15",18,5
