"","n_neighbors","n"
"1",4,2
"2",5,8
"3",6,25
"4",7,100
"5",8,196
"6",9,453
"7",10,1153
"8",11,2118
"9",12,2641
"10",13,1923
"11",14,931
"12",15,324
"13",16,99
"14",17,22
"15",18,5
