"","n_neighbors","n"
"1",4,3
"2",5,3
"3",6,24
"4",7,93
"5",8,191
"6",9,454
"7",10,1144
"8",11,2141
"9",12,2673
"10",13,1943
"11",14,875
"12",15,334
"13",16,99
"14",17,17
"15",18,5
"16",19,1
