"","n_neighbors","n"
"1",4,1
"2",5,9
"3",6,33
"4",7,86
"5",8,196
"6",9,489
"7",10,1088
"8",11,2170
"9",12,2638
"10",13,1908
"11",14,940
"12",15,303
"13",16,105
"14",17,24
"15",18,7
"16",19,3
