"","n_neighbors","n"
"1",3,1
"2",4,3
"3",5,5
"4",6,33
"5",7,81
"6",8,213
"7",9,439
"8",10,1117
"9",11,2147
"10",12,2659
"11",13,1961
"12",14,911
"13",15,313
"14",16,90
"15",17,19
"16",18,8
