"","n_neighbors","n"
"1",5,8
"2",6,34
"3",7,98
"4",8,199
"5",9,456
"6",10,1093
"7",11,2167
"8",12,2679
"9",13,1860
"10",14,937
"11",15,361
"12",16,90
"13",17,15
"14",18,2
"15",19,1
