"","n_neighbors","n"
"1",4,2
"2",5,11
"3",6,31
"4",7,82
"5",8,221
"6",9,419
"7",10,1113
"8",11,2172
"9",12,2654
"10",13,1954
"11",14,910
"12",15,309
"13",16,87
"14",17,30
"15",18,2
"16",19,3
