"","n_neighbors","n"
"1",5,9
"2",6,22
"3",7,100
"4",8,180
"5",9,450
"6",10,1108
"7",11,2071
"8",12,2859
"9",13,1897
"10",14,882
"11",15,314
"12",16,91
"13",17,13
"14",18,4
