"","n_neighbors","n"
"1",5,4
"2",6,34
"3",7,97
"4",8,193
"5",9,442
"6",10,1108
"7",11,2199
"8",12,2644
"9",13,1867
"10",14,993
"11",15,319
"12",16,81
"13",17,14
"14",18,5
