"","n_neighbors","n"
"1",4,2
"2",5,8
"3",6,23
"4",7,90
"5",8,175
"6",9,490
"7",10,1145
"8",11,2103
"9",12,2669
"10",13,1977
"11",14,876
"12",15,313
"13",16,93
"14",17,30
"15",18,5
"16",19,1
