"","n_neighbors","n"
"1",5,8
"2",6,30
"3",7,87
"4",8,199
"5",9,468
"6",10,1092
"7",11,2147
"8",12,2667
"9",13,1950
"10",14,902
"11",15,359
"12",16,80
"13",17,11
