"","n_neighbors","n"
"1",3,1
"2",5,4
"3",6,30
"4",7,79
"5",8,218
"6",9,481
"7",10,1105
"8",11,2135
"9",12,2636
"10",13,1929
"11",14,947
"12",15,321
"13",16,88
"14",17,19
"15",18,6
"16",19,1
