"","n_neighbors","n"
"1",4,4
"2",5,8
"3",6,16
"4",7,82
"5",8,205
"6",9,454
"7",10,1101
"8",11,2176
"9",12,2679
"10",13,1953
"11",14,903
"12",15,301
"13",16,101
"14",17,12
"15",18,3
"16",19,2
