"","n_neighbors","n"
"1",4,1
"2",5,7
"3",6,21
"4",7,95
"5",8,227
"6",9,448
"7",10,1112
"8",11,2152
"9",12,2615
"10",13,1926
"11",14,963
"12",15,319
"13",16,93
"14",17,18
"15",18,2
"16",19,1
