"","n_neighbors","n"
"1",4,3
"2",5,4
"3",6,36
"4",7,84
"5",8,182
"6",9,446
"7",10,1139
"8",11,2162
"9",12,2643
"10",13,1954
"11",14,915
"12",15,334
"13",16,81
"14",17,14
"15",18,3
