"","n_neighbors","n"
"1",3,1
"2",4,1
"3",5,7
"4",6,29
"5",7,84
"6",8,201
"7",9,493
"8",10,1065
"9",11,2162
"10",12,2638
"11",13,1962
"12",14,941
"13",15,298
"14",16,93
"15",17,22
"16",18,2
"17",19,1
