"","n_neighbors","n"
"1",5,13
"2",6,29
"3",7,105
"4",8,193
"5",9,469
"6",10,1086
"7",11,2122
"8",12,2658
"9",13,1936
"10",14,959
"11",15,334
"12",16,75
"13",17,16
"14",18,4
"15",19,1
