"","n_neighbors","n"
"1",4,3
"2",5,5
"3",6,27
"4",7,92
"5",8,212
"6",9,448
"7",10,1069
"8",11,2173
"9",12,2708
"10",13,1906
"11",14,930
"12",15,314
"13",16,92
"14",17,14
"15",18,7
