"","n_neighbors","n"
"1",4,1
"2",5,4
"3",6,31
"4",7,95
"5",8,219
"6",9,466
"7",10,1114
"8",11,2095
"9",12,2641
"10",13,1963
"11",14,925
"12",15,332
"13",16,85
"14",17,25
"15",18,4
