"","n_neighbors","n"
"1",4,2
"2",5,6
"3",6,29
"4",7,92
"5",8,211
"6",9,453
"7",10,1126
"8",11,2141
"9",12,2618
"10",13,1946
"11",14,935
"12",15,320
"13",16,98
"14",17,16
"15",18,5
"16",19,2
