"","n_neighbors","n"
"1",4,2
"2",5,8
"3",6,23
"4",7,100
"5",8,191
"6",9,449
"7",10,1076
"8",11,2165
"9",12,2715
"10",13,1910
"11",14,954
"12",15,322
"13",16,71
"14",17,11
"15",18,2
"16",19,1
