"","n_neighbors","n"
"1",5,3
"2",6,30
"3",7,75
"4",8,202
"5",9,447
"6",10,1143
"7",11,2182
"8",12,2612
"9",13,1980
"10",14,896
"11",15,324
"12",16,83
"13",17,18
"14",18,4
"15",19,1
