"","n_neighbors","n"
"1",3,1
"2",5,4
"3",6,29
"4",7,79
"5",8,200
"6",9,437
"7",10,1121
"8",11,2204
"9",12,2679
"10",13,1890
"11",14,952
"12",15,278
"13",16,98
"14",17,22
"15",18,5
"16",19,1
