"","n_neighbors","n"
"1",5,10
"2",6,27
"3",7,73
"4",8,227
"5",9,473
"6",10,1110
"7",11,2074
"8",12,2759
"9",13,1863
"10",14,944
"11",15,324
"12",16,89
"13",17,20
"14",18,6
"15",19,1
