"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,28
"4",7,92
"5",8,193
"6",9,463
"7",10,1122
"8",11,2182
"9",12,2598
"10",13,1953
"11",14,915
"12",15,332
"13",16,92
"14",17,18
"15",18,3
"16",19,2
