"","n_neighbors","n"
"1",3,1
"2",4,1
"3",5,6
"4",6,36
"5",7,101
"6",8,183
"7",9,455
"8",10,1120
"9",11,2192
"10",12,2581
"11",13,1926
"12",14,952
"13",15,335
"14",16,83
"15",17,23
"16",18,4
"17",19,1
