"","n_neighbors","n"
"1",5,8
"2",6,21
"3",7,87
"4",8,218
"5",9,482
"6",10,1027
"7",11,2227
"8",12,2632
"9",13,1969
"10",14,879
"11",15,338
"12",16,86
"13",17,22
"14",18,3
"15",19,1
