"","n_neighbors","n"
"1",5,6
"2",6,30
"3",7,75
"4",8,209
"5",9,449
"6",10,1158
"7",11,2118
"8",12,2669
"9",13,1942
"10",14,907
"11",15,314
"12",16,99
"13",17,21
"14",18,2
"15",19,1
