"","n_neighbors","n"
"1",5,4
"2",6,27
"3",7,88
"4",8,207
"5",9,437
"6",10,1181
"7",11,2096
"8",12,2658
"9",13,1961
"10",14,904
"11",15,314
"12",16,101
"13",17,16
"14",18,6
