"","n_neighbors","n"
"1",4,3
"2",5,8
"3",6,25
"4",7,82
"5",8,210
"6",9,465
"7",10,1103
"8",11,2101
"9",12,2737
"10",13,1921
"11",14,914
"12",15,316
"13",16,91
"14",17,20
"15",18,3
"16",19,1
