"","n_neighbors","n"
"1",5,6
"2",6,38
"3",7,90
"4",8,192
"5",9,448
"6",10,1088
"7",11,2185
"8",12,2630
"9",13,1977
"10",14,930
"11",15,322
"12",16,81
"13",17,9
"14",18,3
"15",19,1
