"","n_neighbors","n"
"1",2,1
"2",4,1
"3",5,6
"4",6,28
"5",7,94
"6",8,198
"7",9,409
"8",10,1122
"9",11,2157
"10",12,2760
"11",13,1887
"12",14,914
"13",15,315
"14",16,82
"15",17,22
"16",18,4
