"","n_neighbors","n"
"1",4,2
"2",5,11
"3",6,35
"4",7,97
"5",8,193
"6",9,427
"7",10,1100
"8",11,2141
"9",12,2693
"10",13,1961
"11",14,933
"12",15,297
"13",16,84
"14",17,24
"15",18,2
