"","n_neighbors","n"
"1",4,1
"2",5,5
"3",6,39
"4",7,96
"5",8,198
"6",9,434
"7",10,1098
"8",11,2184
"9",12,2623
"10",13,1962
"11",14,930
"12",15,327
"13",16,85
"14",17,16
"15",18,2
