"","n_neighbors","n"
"1",4,2
"2",5,6
"3",6,25
"4",7,83
"5",8,220
"6",9,445
"7",10,1119
"8",11,2159
"9",12,2656
"10",13,1929
"11",14,926
"12",15,305
"13",16,87
"14",17,33
"15",18,5
