"","n_neighbors","n"
"1",3,1
"2",4,1
"3",5,6
"4",6,29
"5",7,81
"6",8,217
"7",9,433
"8",10,1125
"9",11,2128
"10",12,2676
"11",13,1964
"12",14,937
"13",15,296
"14",16,77
"15",17,23
"16",18,4
"17",19,2
