"","n_neighbors","n"
"1",2,1
"2",4,1
"3",5,6
"4",6,23
"5",7,92
"6",8,197
"7",9,466
"8",10,1125
"9",11,2176
"10",12,2637
"11",13,1904
"12",14,901
"13",15,341
"14",16,111
"15",17,14
"16",18,4
"17",19,1
