"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,25
"4",7,96
"5",8,211
"6",9,466
"7",10,1071
"8",11,2153
"9",12,2735
"10",13,1866
"11",14,917
"12",15,331
"13",16,91
"14",17,24
"15",18,5
"16",19,2
