"","n_neighbors","n"
"1",5,9
"2",6,39
"3",7,98
"4",8,162
"5",9,441
"6",10,1116
"7",11,2160
"8",12,2674
"9",13,1977
"10",14,921
"11",15,299
"12",16,84
"13",17,18
"14",18,2
