"","n_neighbors","n"
"1",5,6
"2",6,28
"3",7,97
"4",8,211
"5",9,458
"6",10,1111
"7",11,2152
"8",12,2669
"9",13,1867
"10",14,940
"11",15,336
"12",16,96
"13",17,24
"14",18,3
"15",19,2
