"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,19
"4",7,91
"5",8,199
"6",9,460
"7",10,1086
"8",11,2180
"9",12,2681
"10",13,1975
"11",14,864
"12",15,334
"13",16,81
"14",17,18
"15",18,3
"16",19,2
