"","n_neighbors","n"
"1",5,3
"2",6,22
"3",7,76
"4",8,206
"5",9,478
"6",10,1114
"7",11,2155
"8",12,2641
"9",13,1980
"10",14,902
"11",15,324
"12",16,76
"13",17,21
"14",18,1
"15",19,1
