"","n_neighbors","n"
"1",3,1
"2",4,1
"3",5,5
"4",6,30
"5",7,86
"6",8,197
"7",9,442
"8",10,1098
"9",11,2177
"10",12,2743
"11",13,1870
"12",14,909
"13",15,331
"14",16,84
"15",17,22
"16",18,2
"17",19,2
