"","n_neighbors","n"
"1",5,5
"2",6,20
"3",7,88
"4",8,218
"5",9,482
"6",10,1128
"7",11,2082
"8",12,2647
"9",13,2000
"10",14,879
"11",15,337
"12",16,94
"13",17,13
"14",18,5
"15",19,1
"16",20,1
