"","n_neighbors","n"
"1",5,11
"2",6,27
"3",7,75
"4",8,207
"5",9,445
"6",10,1119
"7",11,2177
"8",12,2663
"9",13,1905
"10",14,949
"11",15,321
"12",16,77
"13",17,22
"14",18,2
