"","n_neighbors","n"
"1",4,3
"2",5,3
"3",6,29
"4",7,100
"5",8,175
"6",9,459
"7",10,1119
"8",11,2167
"9",12,2659
"10",13,1922
"11",14,934
"12",15,322
"13",16,96
"14",17,7
"15",18,5
