"","n_neighbors","n"
"1",4,2
"2",5,4
"3",6,27
"4",7,76
"5",8,229
"6",9,463
"7",10,1113
"8",11,2166
"9",12,2592
"10",13,1953
"11",14,936
"12",15,324
"13",16,94
"14",17,15
"15",18,3
"16",19,3
