"","n_neighbors","n"
"1",4,1
"2",5,8
"3",6,38
"4",7,82
"5",8,202
"6",9,458
"7",10,1088
"8",11,2164
"9",12,2671
"10",13,1911
"11",14,956
"12",15,311
"13",16,82
"14",17,24
"15",18,4
