"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,33
"4",7,76
"5",8,203
"6",9,433
"7",10,1156
"8",11,2130
"9",12,2706
"10",13,1910
"11",14,906
"12",15,325
"13",16,92
"14",17,18
"15",18,5
