"","n_neighbors","n"
"1",4,3
"2",5,5
"3",6,18
"4",7,89
"5",8,211
"6",9,431
"7",10,1108
"8",11,2153
"9",12,2703
"10",13,1961
"11",14,912
"12",15,307
"13",16,81
"14",17,17
"15",19,1
