"","n_neighbors","n"
"1",5,6
"2",6,24
"3",7,85
"4",8,216
"5",9,454
"6",10,1146
"7",11,2131
"8",12,2691
"9",13,1836
"10",14,964
"11",15,331
"12",16,86
"13",17,22
"14",18,6
"15",20,1
"16",21,1
