"","n_neighbors","n"
"1",4,1
"2",5,8
"3",6,19
"4",7,77
"5",8,204
"6",9,468
"7",10,1155
"8",11,2155
"9",12,2641
"10",13,1906
"11",14,911
"12",15,331
"13",16,97
"14",17,21
"15",18,4
"16",19,2
