"","n_neighbors","n"
"1",4,2
"2",5,1
"3",6,26
"4",7,94
"5",8,202
"6",9,462
"7",10,1124
"8",11,2112
"9",12,2694
"10",13,1925
"11",14,932
"12",15,319
"13",16,80
"14",17,21
"15",18,6
