"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,36
"4",7,89
"5",8,210
"6",9,433
"7",10,1135
"8",11,2109
"9",12,2664
"10",13,1951
"11",14,929
"12",15,350
"13",16,67
"14",17,14
"15",18,6
