"","n_neighbors","n"
"1",5,6
"2",6,23
"3",7,77
"4",8,225
"5",9,445
"6",10,1121
"7",11,2085
"8",12,2781
"9",13,1920
"10",14,879
"11",15,317
"12",16,105
"13",17,14
"14",18,2
