"","n_neighbors","n"
"1",5,11
"2",6,22
"3",7,92
"4",8,200
"5",9,419
"6",10,1186
"7",11,2110
"8",12,2682
"9",13,1921
"10",14,913
"11",15,343
"12",16,76
"13",17,19
"14",18,5
"15",19,1
