"","n_neighbors","n"
"1",4,1
"2",5,10
"3",6,32
"4",7,77
"5",8,196
"6",9,466
"7",10,1115
"8",11,2076
"9",12,2742
"10",13,1937
"11",14,949
"12",15,306
"13",16,76
"14",17,12
"15",18,5
